Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
210	-3288.0794894416153511	-3303.2032653803153153	15.123775938700143584	2.1690538527604670271	0.594205	0.052952	0.0581294	0.111394	0.0326715	0.00753272	0.0490606	0.246397	0.0324193	0.0386869	0.0143889	0.00411125	0.094768	0.018945	0.528712	0.0101182	0.00379572	0.430931	0.00749889	0.59023080454760878943	0.280856	0.316205	0.147779	0.25516	0.312653	0.671865	1.0737	1.94179	1.3367166438149526986
220	-3278.7452593059338142	-3297.558449531572478	18.813190225638400932	1.9277068442028368889	0.346402	0.0630453	0.0427869	0.0780195	0.0229821	0.00924122	0.0473243	0.165864	0.0271603	0.0366717	0.0171819	0.0162237	0.107427	0.0227693	0.534498	0.0051861	0.00523814	0.423606	0.00870284	0.56255286377710489454	0.304192	0.280712	0.138735	0.276361	0.28449	0.647099	1.06807	2.00034	0.98032892252099057551
230	-3283.4925505273176896	-3302.9522259201462475	19.45967539282871428	1.2431038388785220494	0.303562	0.054321	0.0805961	0.0909372	0.0183192	0.00966235	0.0467088	0.123618	0.0146688	0.0354974	0.0102875	0.00318261	0.135619	0.0165662	0.551598	0.00971778	0.0101891	0.404367	0.00756156	0.58145946718165253397	0.287714	0.313994	0.124221	0.274071	0.182777	0.539347	1.03095	2.24693	0.9269799451711293603
240	-3279.2741996222921443	-3296.9518639007997081	17.677664278507148055	2.1934084911985740618	0.441485	0.054321	0.0418615	0.0844138	0.0135739	0.00903764	0.0520275	0.241894	0.0181052	0.0325598	0.00857027	0.0130875	0.0689942	0.0193551	0.531575	0.00659266	0.00732691	0.431699	0.0034519	0.58555466582181148194	0.28708	0.295376	0.138467	0.279077	0.315318	0.674121	1.07415	1.93641	1.0799305954714750744
250	-3276.9704015809597877	-3296.1727577476840452	19.202356166724207753	2.3410175623475653062	0.331103	0.0475658	0.0448997	0.0679225	0.0158136	0.00788379	0.0437398	0.185335	0.0225783	0.0380602	0.0108696	0.0143039	0.0885163	0.0184794	0.552329	0.00754625	0.00959792	0.407191	0.00485661	0.57418008598321401692	0.301664	0.295839	0.134215	0.268281	0.330846	0.686983	1.07658	1.90559	0.91859144771179912503
260	-3284.7383869970749402	-3302.7232662493265707	17.984879252251634085	1.612555734605428448	0.404524	0.0488992	0.0514028	0.0895013	0.0310988	0.0101663	0.0779774	0.198797	0.0294693	0.0322317	0.0160995	0.000601161	0.08372	0.0286214	0.523866	0.00522869	0.0054368	0.426132	0.0107156	0.55251464095550550937	0.285423	0.312249	0.127716	0.274612	0.242198	0.606279	1.0564	2.09512	1.0744887219387835309
270	-3282.363632116282588	-3301.3598086129704825	18.996176496687791513	2.5830866621606283218	0.34994	0.0636523	0.0559971	0.0834966	0.0139944	0.0122609	0.0474693	0.141169	0.0112701	0.0459518	0.0160995	0.00638736	0.0757881	0.00782255	0.504878	0.0123749	0.0137892	0.455497	0.00563881	0.57924507064203267781	0.318826	0.296757	0.136043	0.248375	0.354195	0.705476	1.07951	1.86082	0.9234765964512656744
280	-3283.6282714097014832	-3301.854664139781562	18.226392730079965077	1.5320522283970419153	0.430387	0.0398696	0.0609044	0.091629	0.0176115	0.0022352	0.0632303	0.132014	0.00605689	0.0388414	0.0226741	0.00415964	0.142269	0.0141814	0.476167	0.011629	0.0136559	0.476979	0.00738712	0.54197914194359964046	0.320751	0.27667	0.135343	0.267236	0.230232	0.593806	1.05225	2.12371	1.0518826195246762101
290	-3287.0994642671362271	-3304.9173948906195619	17.817930623483331232	1.6472038739791026174	0.43065	0.0615352	0.0375271	0.0680437	0.0125623	0.00469635	0.0576539	0.201944	0.0192421	0.0258025	0.027554	0.0401063	0.103002	0.0143976	0.442856	0.00752415	0.0118043	0.509584	0.0138333	0.56227702600314011239	0.280144	0.293742	0.164854	0.261261	0.247193	0.611356	1.05801	2.08344	1.0903188772153802333
300	-3280.1340414344972487	-3299.343438693166263	19.209397258668886366	1.4457935088763718134	0.302911	0.0591468	0.0564242	0.063165	0.0194541	0.00539076	0.0654039	0.157468	0.0176278	0.0377426	0.0213446	0.00490935	0.143426	0.0163505	0.48913	0.00730421	0.00307076	0.476577	0.00756748	0.51419719267696928355	0.278938	0.314965	0.145269	0.260828	0.216826	0.579278	1.04707	2.15682	0.95441402893258830975
310	-3280.0573293414736327	-3297.1580789441377419	17.100749602663999127	3.7154716064870245695	0.380792	0.0567101	0.067468	0.0981631	0.023603	0.00712369	0.0512705	0.153718	0.0176278	0.0337946	0.0152555	0.000144024	0.124893	0.0149489	0.513476	0.00846786	0.00424596	0.445858	0.0130035	0.57608848982810900718	0.286436	0.311977	0.128498	0.273089	0.438014	0.764757	1.08433	1.7129	1.0305642314685636851
320	-3288.1802487619156636	-3306.1272725652956979	17.947023803379725138	0.83447632888653511252	0.426196	0.040069	0.0424465	0.0550667	0.00485318	0.0192374	0.0499145	0.221073	0.0230913	0.0553999	0.0180322	0.000342617	0.0844314	0.00982913	0.458997	0.0111699	0.0066612	0.507956	0.00538688	0.55031110723853204902	0.30312	0.290554	0.14362	0.262706	0.102871	0.420653	0.966068	2.51041	1.0401529889980136723
330	-3282.7611887989933166	-3300.0747812441854876	17.313592445192057312	1.4914098284118169069	0.435846	0.0388196	0.056704	0.069002	0.0129872	0.0164405	0.0692145	0.279973	0.0259441	0.0377628	0.0336188	0.00136437	0.0659918	0.0161918	0.557972	0.00654539	0.0113474	0.399286	0.0086577	0.57347317749922444019	0.280846	0.311594	0.131474	0.276086	0.223992	0.58712	1.04991	2.13897	1.143669622650275608
340	-3284.7523918286160551	-3303.0500571064603719	18.297665277844210152	1.148487971434624999	0.336514	0.0627985	0.0609326	0.118109	0.0137501	0.0162633	0.0799166	0.152848	0.0137737	0.0337923	0.00573301	0.00278387	0.142064	0.0112843	0.470685	0.0104855	0.00851148	0.492217	0.00681655	0.55100792550367350131	0.299539	0.293215	0.125077	0.282169	0.165594	0.517246	1.02082	2.29634	1.0392788815741262898
350	-3280.4611035605262259	-3297.3180513985175821	16.856947837991171468	1.4575823686441529148	0.450329	0.0644783	0.0631132	0.070323	0.0129293	0.0102416	0.0877446	0.200481	0.0274614	0.0331319	0.0128961	0.00997251	0.146499	0.0118177	0.518688	0.00910839	0.00447236	0.448513	0.00740044	0.58048133446173011407	0.29043	0.312783	0.128495	0.268292	0.218695	0.58134	1.04783	2.15213	1.1896010352827641743
360	-3284.4859547798878339	-3300.4873722732822898	16.001417493394157532	0.84595300647265747607	0.460776	0.0994593	0.0391614	0.0922625	0.0165923	0.00669132	0.0764522	0.278438	0.00136247	0.0393244	0.0362437	0.0161063	0.0739106	0.0116597	0.477988	0.00794249	0.0143424	0.486525	0.00154271	0.49959785816437968231	0.299989	0.299391	0.134003	0.266617	0.105293	0.424997	0.968917	2.50079	1.2367809699614884522
370	-3293.8511719651319254	-3310.0140996836998966	16.162927718568198543	1.0697249838353835028	0.526304	0.0627375	0.074338	0.0918034	0.0114541	0.0115588	0.0458311	0.300287	0.0213619	0.0269218	0.0131936	0.0117068	0.0502062	0.0124744	0.471381	0.00301679	0.0338167	0.47837	0.000941202	0.57738037685633358809	0.286065	0.320265	0.116347	0.277323	0.150652	0.496751	1.01066	2.34194	1.2477044105998744694
380	-3291.2815709714204786	-3306.7284165897372077	15.446845618316782378	1.2031527983100853696	0.512681	0.0486554	0.071179	0.104425	0.0155559	0.0157121	0.0764512	0.261727	0.0291098	0.0458292	0.0369344	0.00962594	0.0989876	0.0114752	0.609681	0.00202277	0.00531079	0.358367	0.0131433	0.5823452898104763964	0.254622	0.318412	0.119813	0.307153	0.175624	0.530323	1.02692	2.26713	1.3268729158696566106
390	-3286.6397364131785253	-3303.1857401645115715	16.546003751332968079	2.2985135889471042248	0.436901	0.0621148	0.0584048	0.134608	0.00834423	0.0158731	0.0648135	0.229026	0.0221884	0.033239	0.0208252	0.00152035	0.0989876	0.0124568	0.616434	0.0010482	0.00492399	0.356616	0.00852042	0.59250004100234354709	0.279199	0.309429	0.137868	0.273505	0.326482	0.683416	1.07593	1.91417	1.1868463946539036247
400	-3290.3722604181321003	-3308.0794288365113971	17.707168418379204411	2.166661388419145684	0.376568	0.0689693	0.0364075	0.0843512	0.016324	0.0181175	0.0817574	0.248107	0.00363319	0.0301493	0.0319662	0.0301337	0.0520297	0.0114183	0.514852	0.000485251	0.0125643	0.435472	0.0252085	0.58030907868579284514	0.29139	0.290765	0.127715	0.29013	0.312389	0.671641	1.07365	1.94232	1.0785135335947955149
410	-3284.4764847397941594	-3300.5246438810981999	16.048159141304186193	1.0497274808474696961	0.518137	0.0679632	0.0336244	0.115531	0.0142806	0.00805683	0.0507775	0.20255	0.023735	0.0407287	0.0379453	0.00235861	0.141906	0.0116236	0.485894	0.00624308	0.00475052	0.485713	0.00577579	0.52142531954457860266	0.314954	0.29393	0.127099	0.264016	0.146768	0.491205	1.00777	2.35425	1.2575944690321358976
420	-3287.1786693573249067	-3304.0332775490951462	16.854608191770161341	1.411306398308167287	0.400158	0.0621164	0.065707	0.0682962	0.0234934	0.0112815	0.066106	0.201681	0.0125408	0.0229397	0.0174338	0.00830971	0.22989	0.0222808	0.61257	0.00146946	0.00393879	0.348978	0.0107628	0.56492834747948761365	0.304514	0.294173	0.128959	0.272353	0.21129	0.573095	1.04476	2.17086	1.1899523010919099697
430	-3285.8228790958842183	-3303.7700062368830913	17.947127140998656358	0.80400350030105482979	0.362411	0.0668398	0.0574606	0.0662062	0.0132411	0.00789524	0.0750979	0.23566	0.00329495	0.0586724	0.0104933	0.0130419	0.0639244	0.0105578	0.490207	0.00757335	0.0100442	0.474072	0.0075458	0.4690432492008095311	0.31424	0.288302	0.12772	0.269737	0.0964104	0.408741	0.958058	2.53679	1.0342381624844909638
440	-3286.351126892076536	-3302.7600340498429432	16.408907157766329021	0.74740377327630092008	0.435302	0.0499836	0.0401063	0.0778679	0.0220953	0.0028409	0.0735266	0.204355	0.00872217	0.0460778	0.0172307	0.0147839	0.182416	0.0111043	0.56811	0.00344249	0.000418887	0.408987	0.00793751	0.53084917508614481996	0.296305	0.290287	0.14189	0.271519	0.084329	0.385064	0.941243	2.58936	1.1753082410496611399
450	-3283.6314230929669975	-3298.9080672121158386	15.276644119148786061	0.78415839573025236664	0.470882	0.0700836	0.0739577	0.107443	0.0290107	0.0100292	0.0588863	0.296692	0.0215411	0.0297088	0.0172307	0.0146616	0.096968	0.0176015	0.436243	0.0048837	0.00116168	0.528337	0.0117735	0.45828303431917255528	0.273467	0.308929	0.146266	0.271337	0.0921836	0.400677	0.952467	2.55467	1.2970944063163629689
460	-3288.9446434071569456	-3306.7978456547043606	17.853202247547187653	0.83125128122078062454	0.387172	0.0717397	0.0456308	0.0894148	0.0223393	0.0100292	0.0622795	0.156972	0.0130829	0.0455981	0.0327893	0.00481531	0.107075	0.0155943	0.460333	0.0127201	0.0051337	0.502056	0.00416279	0.41514374903533118877	0.264153	0.304095	0.12991	0.301842	0.102189	0.419418	0.965252	2.51314	1.0489392445548453292
470	-3287.8351393632078725	-3304.7957133264258118	16.960573963217822069	0.80399740747651404771	0.393688	0.0499409	0.0539205	0.105588	0.0121493	0.0189409	0.0853087	0.175409	0.0128884	0.0577074	0.00524744	0.00707605	0.155027	0.0246392	0.526978	0.00669962	0.0137358	0.425736	0.00221161	0.46926616332792492337	0.298475	0.288039	0.134242	0.279244	0.0964091	0.408738	0.958056	2.5368	1.1328922366032099234
480	-3281.4970128884929181	-3297.2590408965734241	15.762028008080422481	0.61039174996795042549	0.454471	0.0485502	0.0755098	0.112966	0.0127562	0.00766077	0.0601657	0.192294	0.0253146	0.04872	0.0191482	0.00660061	0.132379	0.015462	0.484023	0.00533699	0.00999379	0.483212	0.00197283	0.44879414268741019134	0.305545	0.289438	0.150254	0.254763	0.0552582	0.317999	0.886529	2.74021	1.196536392797880044
490	-3283.2642376508788402	-3299.769666260226586	16.505428609347951863	0.82685124131795573188	0.438899	0.0545122	0.0686234	0.112173	0.0234202	0.00845025	0.0759056	0.236226	0.0254179	0.0310599	0.0302167	0.00355572	0.074433	0.0188357	0.406343	0.00181312	0.000994927	0.551051	0.0209627	0.48755586628896291357	0.278459	0.317586	0.142993	0.260963	0.101258	0.417724	0.964126	2.51689	1.182892802655491904
500	-3281.3739881827182217	-3299.8699261180895519	18.495937935371273397	1.1069658624817395598	0.359803	0.0720946	0.0559109	0.0591586	0.0222964	0.00712577	0.0495154	0.23901	0.0133461	0.0352515	0.0128469	0.0162774	0.0743815	0.0180466	0.51598	0.00161967	0.00558747	0.448825	0.00994124	0.4997236013058259374	0.278921	0.303002	0.136316	0.281762	0.157789	0.5067	1.01569	2.31983	1.0170176548434410879
510	-3283.5790568310085291	-3300.6227741124880595	17.043717281479487724	0.8658263829986408977	0.404778	0.0467047	0.0550762	0.106825	0.00998083	0.012536	0.0560351	0.197108	0.0149973	0.0336747	0.0226629	0.017579	0.157983	0.0133028	0.433809	0.00932593	0.0057452	0.529005	0.00881198	0.54456047152063269401	0.317124	0.300823	0.135538	0.246514	0.109469	0.432345	0.973649	2.48454	1.1359413231279797962
520	-3288.5167080790429281	-3305.4835283087254538	16.966820229682493704	0.97445784958173897738	0.321365	0.0490655	0.0582185	0.0925008	0.0165612	0.0125641	0.0530529	0.220956	0.00753008	0.0451821	0.0226629	0.0167776	0.24203	0.0148393	0.477921	0.0118635	0.0104116	0.477994	0.0069711	0.50996685988240586518	0.270746	0.303726	0.141787	0.283741	0.13183	0.468938	0.995635	2.4036	1.1584662403020200561
530	-3289.7074509728349767	-3304.3463335110491244	14.638882538214167184	1.1525512881269039944	0.562417	0.0565634	0.0989517	0.104519	0.00491802	0.021317	0.0775755	0.324204	0.000499052	0.0420659	0.0286131	0.00356342	0.0801631	0.0148612	0.451801	0.00351659	0.0074188	0.518255	0.00414808	0.55792591693543613918	0.274024	0.311059	0.135837	0.27908	0.166349	0.518249	1.0213	2.2941	1.4053699431173010126
540	-3285.6194163476775429	-3304.4191686464178019	18.799752298740457945	2.0454561740468717446	0.328836	0.0738377	0.0537488	0.077002	0.0139518	0.0162693	0.042511	0.122593	0.0164851	0.0275443	0.0180393	0.0154034	0.169645	0.0190813	0.454069	0.00186172	0.00495716	0.500372	0.019658	0.54940171991900732529	0.276416	0.322285	0.132868	0.268431	0.298641	0.659762	1.07109	1.97051	0.97586696934209493648
550	-3284.5983723268127505	-3300.9956383767639636	16.397266049951262801	1.1277373860608008727	0.487544	0.0572541	0.0992103	0.10162	0.0208852	0.0035956	0.0513532	0.243754	0.0164851	0.0446189	0.0293759	0.00495319	0.0675136	0.0224444	0.482302	0.00286667	0.00265953	0.483675	0.00605221	0.55720377985172142576	0.277057	0.301913	0.151976	0.269054	0.161713	0.512045	1.01832	2.30793	1.2281627584535499409
560	-3287.1098588013637709	-3303.2957189489548	16.185860147590794611	1.0036316480051883371	0.483057	0.0426517	0.0805493	0.0807768	0.0210207	0.0113234	0.0535496	0.262164	0.0171139	0.0451424	0.0342185	0.00483805	0.103229	0.0126814	0.540995	0.00699156	0.0197788	0.418143	0.00140943	0.52508883013489138225	0.27824	0.294071	0.140869	0.286821	0.137678	0.477841	1.0006	2.38388	1.2396334071110441943
570	-3285.9161407002420674	-3302.6216432205019373	16.705502520259972954	3.4554538731155139963	0.389429	0.0568147	0.0498724	0.107681	0.0164644	0.0112211	0.0537047	0.222018	0.00817218	0.040676	0.0230476	0.0258093	0.0846943	0.0133297	0.499117	0.00562694	0.0111938	0.465696	0.00503637	0.55761529666723186338	0.316037	0.288795	0.134161	0.261008	0.421692	0.753988	1.084	1.74032	1.0896044722276354566
580	-3284.4680021031285833	-3301.8109935954958019	17.342991492367392681	1.5481772146949785984	0.383973	0.0625623	0.0557388	0.11118	0.0155676	0.0135373	0.0532193	0.245461	0.0142454	0.0503525	0.0137128	0.0100904	0.110327	0.0103389	0.589444	0.00991688	0.00457224	0.37156	0.0141682	0.56351544578842838185	0.311307	0.312583	0.127691	0.24842	0.23267	0.596384	1.05313	2.11782	1.1399686393875045898
590	-3284.8025893689236909	-3299.9603847307944307	15.157795361870700646	2.5087895597875000675	0.572077	0.0614911	0.079518	0.0969281	0.0198692	0.0149408	0.0615192	0.214638	0.0202038	0.0254109	0.00409101	0.0177121	0.123875	0.0112103	0.595017	0.00537921	0.00313473	0.375073	0.0101854	0.60389233097543482121	0.287289	0.295912	0.1401	0.2767	0.347288	0.700107	1.07873	1.87388	1.3122736881544410092
600	-3293.0874552233613031	-3310.8183762171961462	17.730920993834907051	3.7215989967970752872	0.363194	0.0528886	0.0730242	0.0711683	0.00894433	0.0228076	0.0509354	0.129211	0.0169113	0.0515219	0.00319308	0.0114622	0.111824	0.0192798	0.549038	5.68875e-05	0.000789945	0.414967	0.0158692	0.58409209869294931305	0.270064	0.310648	0.125937	0.293351	0.438382	0.764996	1.08433	1.71229	0.96708613801523257703
610	-3289.7983549557698097	-3304.2354104626410845	14.437055506871143251	0.81880442515340623455	0.536582	0.0472164	0.0734173	0.124074	0.00653023	0.00923439	0.0566352	0.279136	0.0419575	0.0268145	0.0238664	0.0139612	0.148766	0.0116803	0.532952	0.000319305	0.00917154	0.437566	0.00831114	0.53636097919439817971	0.276465	0.333384	0.1201	0.27005	0.0995534	0.414596	0.962032	2.52382	1.388190748922133233
620	-3285.6576619616030257	-3302.3942825729122887	16.736620611309248829	1.679016155279192235	0.399288	0.0414296	0.0647075	0.101251	0.0179502	0.00286726	0.0588464	0.216337	0.0419575	0.0401705	0.025685	0.0152211	0.171849	0.0131208	0.542483	0.000243644	0.017819	0.419267	0.0070658	0.56952720681961810367	0.301732	0.30176	0.121871	0.274637	0.2517	0.615874	1.05941	2.07302	1.1975598621603136262
630	-3284.9682540051439901	-3300.0596312751181358	15.091377269973813569	0.9608603131813694409	0.514119	0.0677506	0.069355	0.0821792	0.0187915	0.00256312	0.0732272	0.266961	0.0152636	0.0365739	0.0229655	0.00715935	0.16755	0.0110148	0.518503	0.000759941	0.0125171	0.434163	0.0230414	0.51866868867304161128	0.275483	0.318175	0.125362	0.280981	0.12908	0.464663	0.993199	2.41306	1.34445887206246395
