Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
29300	-3288.686754041309996	-3306.8936660171752919	18.206911975865249786	1.0837799929422855527	0.441777	0.0480396	0.054123	0.104836	0.0212785	0.00521531	0.0330036	0.116585	0.00231563	0.035829	0.0434843	0.0112938	0.126563	0.0069257	0.481615	0.0104589	0.023279	0.473863	0.00385847	0.52820244869068155857	0.309308	0.275338	0.134678	0.280676	0.153361	0.500562	1.0126	2.33347	1.0443432095981244334
29310	-3282.3922984306927901	-3301.6521542144741943	19.259855783781301142	1.1858231932513296769	0.39484	0.0542654	0.0513254	0.0677542	0.0205903	0.0143833	0.0471641	0.13149	0.00568673	0.0284137	0.0477927	0.00179408	0.0793554	0.0138806	0.542125	0.013616	0.00683344	0.420881	0.00266386	0.50754322576460586536	0.271747	0.310383	0.143427	0.274443	0.172475	0.526272	1.02506	2.27619	0.94485536433900463305
29320	-3289.6961670113164473	-3305.9567751187032627	16.260608107386907761	1.0918405662192038896	0.399617	0.0427911	0.0469727	0.124372	0.0246688	0.00480472	0.0583654	0.288902	0.0513117	0.0212288	0.0404812	0.000819978	0.135205	0.0172847	0.554024	0.00975627	0.00273144	0.410288	0.00591564	0.5540705861668692167	0.307701	0.283959	0.126763	0.281577	0.154906	0.502717	1.01369	2.32868	1.239540421525147984
29330	-3279.8621221298953969	-3299.6325272058579685	19.770405075962287356	1.2073738974089409659	0.295703	0.0509926	0.0469964	0.0903183	0.0129659	0.0138032	0.0529325	0.142132	0.0297686	0.0159668	0.0297121	0.00116767	0.112222	0.0183528	0.550755	0.0122851	0.00782932	0.408066	0.00271179	0.5374003077915409099	0.277396	0.311933	0.139698	0.270973	0.176387	0.531297	1.02736	2.26495	0.8946807982125755121
29340	-3284.8167343480135969	-3300.4861527782582016	15.66941843024495995	0.74843314702177943243	0.425099	0.0726205	0.0490903	0.0977393	0.0170648	0.00561479	0.0433044	0.254748	0.00993538	0.0334919	0.0594544	0.000164051	0.181185	0.0105578	0.552539	0.0124498	0.00764106	0.412896	0.00391663	0.46789945345797612219	0.29684	0.296886	0.139182	0.267092	0.0845493	0.385514	0.941574	2.58836	1.2495118250503753909
29350	-3285.017220364768491	-3301.4259730452213262	16.408752680452920458	2.3051662081554566974	0.486883	0.0666053	0.06092	0.102195	0.0156747	0.00733613	0.0531502	0.1476	0.0107998	0.0206922	0.0347372	7.94547e-05	0.193491	0.00688754	0.500964	0.00955531	0.00782924	0.469271	0.00549265	0.6019260315695142971	0.257112	0.329441	0.137996	0.275451	0.327171	0.683981	1.07604	1.91281	1.2001647533199670814
29360	-3281.2609085026924731	-3299.0417057322661094	17.780797229573703788	1.2882238652439905735	0.389278	0.0399741	0.0605316	0.0899702	0.0163205	0.0124023	0.068816	0.201392	0.032796	0.0223206	0.0392461	0.000148091	0.122837	0.0103607	0.414059	0.0143738	0.00715284	0.547002	0.00705202	0.53268769862856935049	0.300504	0.292648	0.147953	0.258895	0.190678	0.549039	1.03512	2.22516	1.0960319127480928625
29370	-3286.3823417458120275	-3304.0699077349290746	17.687565989116791343	1.2151981469515993339	0.442025	0.0468722	0.0689317	0.0862897	0.0176377	0.0119538	0.0415421	0.204547	0.032796	0.0364769	0.0485261	0.00616737	0.0594924	0.0188936	0.519992	0.00383723	0.00528348	0.440196	0.0117982	0.5355657077499402785	0.262864	0.319446	0.152546	0.265143	0.177796	0.53309	1.02817	2.26094	1.1032575457982007894
29380	-3285.639608237252105	-3303.0738708284002314	17.434262591148126376	1.5639834208300222862	0.476856	0.0509192	0.0213873	0.0970533	0.0209554	0.00844242	0.0588811	0.184606	0.0257568	0.0189986	0.0403591	0.0173919	0.108957	0.00826695	0.581665	0.00229839	0.0143253	0.385692	0.00775215	0.60885490912563866583	0.308291	0.304789	0.138146	0.248773	0.235039	0.598871	1.05397	2.11212	1.1305646415173657982
29390	-3286.1972915256988017	-3302.2259511297274912	16.028659604028547392	1.072526866418203273	0.476724	0.0484761	0.0417231	0.0722702	0.0237236	0.0122752	0.0967858	0.228354	0.021156	0.0210547	0.0478604	0.015936	0.155004	0.015522	0.541615	0.00286638	0.0042061	0.408416	0.0273744	0.52650937137155251477	0.291521	0.310635	0.134109	0.263735	0.151194	0.497516	1.01105	2.34024	1.2613430337576976292
29400	-3288.193194442382719	-3305.179069361967322	16.985874919584432519	0.70670713396182593957	0.332602	0.0665847	0.074466	0.0943774	0.0117187	0.00684934	0.0540149	0.230405	0.0212748	0.0301359	0.0114596	0.0346724	0.138223	0.0136652	0.511687	0.00550793	0.0158874	0.440924	0.012329	0.51776144664906187387	0.295011	0.299326	0.148673	0.25699	0.0756215	0.366678	0.927329	2.63037	1.1067842760580437478
29410	-3284.5827267792678867	-3301.0197997334730644	16.437072954205095954	0.51106899389111892784	0.406706	0.046194	0.0561332	0.122102	0.0126468	0.0150177	0.0727765	0.144583	0.0192571	0.0155931	0.0360408	0.00848477	0.125601	0.00934337	0.4516	0.0100229	0.013461	0.506805	0.00876785	0.37968540390883620539	0.302343	0.303139	0.144856	0.249662	0.0354572	0.259081	0.828158	2.8773	1.0811357196747857223
29420	-3283.0281009826849186	-3299.0169768762098101	15.988875893525115401	0.6053389103469252186	0.45045	0.0485305	0.0422432	0.0872565	0.0168621	0.0199086	0.0647883	0.203291	0.0231243	0.0180771	0.0425071	0.037064	0.11771	0.0133183	0.494945	0.01101	0.0057421	0.46685	0.00813478	0.41675906760530728734	0.293954	0.294253	0.144425	0.267368	0.0542111	0.315227	0.884018	2.74654	1.1718137124892620271
29430	-3286.7916149785373818	-3304.0007842096019886	17.209169231064830541	0.70149053328312127586	0.395626	0.0561646	0.0373931	0.097392	0.0290003	0.0192304	0.059853	0.174295	0.0255114	0.0222157	0.0417787	0.0328307	0.0916633	0.0227402	0.522589	0.00764369	0.00063361	0.441163	0.00523039	0.43370177917795160738	0.287667	0.283336	0.135415	0.293582	0.0745067	0.364233	0.92542	2.63584	1.082954039897780607
29440	-3285.0943363537248842	-3303.1218196939539666	18.02748334022925647	0.74700276152492495196	0.403237	0.0368969	0.0441605	0.0803977	0.0124929	0.00706921	0.0775168	0.153801	0.0264179	0.0101908	0.0479565	0.0073354	0.105878	0.0208341	0.407788	0.00547044	0.00371432	0.561235	0.000957946	0.42946063558611430322	0.291514	0.288968	0.135681	0.283837	0.0842432	0.384889	0.941114	2.58975	1.0133511515456239405
29450	-3285.0436657025543354	-3300.1016914064089178	15.058025703854539756	0.44228756101462324279	0.444331	0.0617169	0.0616282	0.0881556	0.0214658	0.0068485	0.043843	0.294799	0.0191389	0.0260712	0.0102119	0.00903736	0.0860635	0.0118091	0.548272	0.00355307	0.00812059	0.420135	0.00810998	0.40909360548884449171	0.270923	0.326282	0.132667	0.270128	0.0232576	0.212581	0.773267	2.99089	1.1733106306563625409
29460	-3288.4753951176944611	-3302.0201490402946547	13.544753922600303753	0.47682112658092207225	0.538458	0.0619091	0.060989	0.0982834	0.0284698	0.000757836	0.0514385	0.258609	0.0265097	0.0319117	0.0331421	0.0214026	0.137298	0.0117222	0.461756	0.000905086	0.00600787	0.498417	0.0211916	0.38814584796879103568	0.290805	0.334792	0.125575	0.248828	0.0291763	0.236515	0.802641	2.93167	1.3491787117009181873
29470	-3283.7224824149011511	-3301.8376735989731969	18.115191184072045871	1.7151181195293379034	0.387863	0.0661532	0.0736664	0.083761	0.014766	0.0171108	0.0624511	0.200058	0.0193725	0.0322104	0.024999	0.00316734	0.0730088	0.0260416	0.500681	0.000413973	0.00935942	0.460412	0.0030923	0.52879706862748798724	0.318644	0.291615	0.131111	0.25863	0.256724	0.620843	1.0609	2.06153	1.0585884256114803659
29480	-3284.5219967295956849	-3302.8128144255651932	18.290817695969465717	1.7533669171787666929	0.34532	0.0767968	0.0466218	0.0925306	0.0292644	0.00488105	0.0500218	0.232825	0.0189956	0.024223	0.0273289	0.0207662	0.0701566	0.0153804	0.403999	0.0037743	0.0127031	0.555576	0.00856675	0.54394308035100569221	0.284852	0.293468	0.147016	0.274663	0.261945	0.625933	1.06239	2.04973	1.0397319462003073998
29490	-3285.2003891593567459	-3302.0601110623820205	16.85972190302520346	2.567846796901287032	0.424656	0.0821969	0.043164	0.0770529	0.0170944	0.00559018	0.0500218	0.229788	0.0237968	0.035086	0.0420275	0.0281322	0.079541	0.0191191	0.442157	0.0046433	0.00615681	0.52609	0.00183307	0.59062637089320513262	0.285522	0.322835	0.136358	0.255285	0.352796	0.704395	1.07936	1.86345	1.1381474646371885218
29500	-3284.9212494864495966	-3302.9350550196431868	18.013805533193554709	1.1137397750020496812	0.3818	0.0840215	0.0313453	0.0965028	0.0250344	0.00447811	0.0718919	0.217706	0.00958663	0.0244504	0.030942	0.0112138	0.076689	0.0199617	0.461994	0.0112402	0.0159582	0.489938	0.000908364	0.4965530519127701603	0.292898	0.297666	0.153689	0.255746	0.159073	0.508459	1.01656	2.31591	1.065661300395561506
29510	-3288.7956862657224519	-3306.8227736236376586	18.027087357915249299	2.932361794351493689	0.287711	0.0473543	0.0686182	0.100819	0.0232891	0.00697061	0.0558111	0.295133	0.00314944	0.01693	0.0302822	0.0138185	0.0460832	0.0162192	0.499585	0.0128696	0.00627444	0.463187	0.00186492	0.55496478341900712383	0.290464	0.310679	0.130771	0.268086	0.383961	0.727713	1.08216	1.80617	0.99596900597755289031
29520	-3284.0168968734219561	-3301.498673267954473	17.4817763945326341	0.86732691507114789697	0.361307	0.0622099	0.0831659	0.0642371	0.0205581	0.00772509	0.0670421	0.289093	0.013956	0.0421198	0.0286241	0.0038775	0.0484661	0.0153397	0.49518	0.00513355	0.00938419	0.473413	0.00154897	0.44115661821272272869	0.295616	0.300117	0.141419	0.262848	0.109784	0.432891	0.973996	2.48333	1.0923819684301745436
29530	-3291.8707422166244214	-3310.104542953291002	18.233800736666815112	1.0175730817600598943	0.354584	0.0692056	0.0944957	0.124993	0.0087631	0.0162401	0.0556707	0.130699	0.0466611	0.011639	0.0256781	0.00969152	0.0878683	0.0148453	0.438655	0.0136114	0.0090581	0.514225	0.00960457	0.48362312229059722934	0.294368	0.310138	0.13931	0.256184	0.140447	0.481971	1.00285	2.37473	1.036189041735691152
29540	-3286.4175925123572597	-3304.5778474441872277	18.160254931829914682	1.1965043359666946987	0.402234	0.0649815	0.0461138	0.0943195	0.0172977	0.0235948	0.0300028	0.190734	0.0318617	0.00976763	0.0311584	0.00856825	0.104632	0.0163661	0.49812	0.0073406	0.00453467	0.466713	0.00692606	0.50493139886257087934	0.310994	0.310594	0.122045	0.256368	0.174419	0.528779	1.02622	2.27059	1.0552655154897598866
29550	-3278.8302696730384014	-3296.7544262420387895	17.924156569000455619	0.87585581977769522144	0.402234	0.075245	0.0599539	0.0941242	0.018393	0.00776262	0.0476939	0.190734	0.0136536	0.0168138	0.032513	0.00969786	0.0807024	0.0205779	0.497559	0.00249262	0.00597424	0.470676	0.00272029	0.52468324973660385169	0.311372	0.286435	0.141156	0.261036	0.111568	0.435972	0.975944	2.47652	1.0495209755227343784
29560	-3280.152347131751867	-3300.2341473759588553	20.081800244207258288	0.92039889152883680445	0.298899	0.0442599	0.0368879	0.0648339	0.0105366	0.0085325	0.0697977	0.121582	0.0148822	0.0168138	0.0372856	0.00294651	0.113053	0.022098	0.487557	0.0046573	0.00231038	0.478141	0.00523682	0.45571561744155369977	0.293838	0.297519	0.13683	0.271813	0.12081	0.451445	0.985448	2.4423	0.84031022870458593754
29570	-3286.7524192810901695	-3302.3676134298475517	15.615194148757542081	1.4003859357972434641	0.508181	0.0871497	0.0548135	0.100181	0.0191896	0.0130329	0.053399	0.250815	0.049334	0.0168138	0.0243162	0.0396479	0.0970035	0.0178593	0.516947	0.00289262	0.00323331	0.447251	0.0118173	0.57033449052711782112	0.298911	0.302069	0.141391	0.257629	0.209516	0.57109	1.04399	2.1754	1.313876886701169644
29580	-3286.1310585238534259	-3304.6275064530004784	18.496447929146896172	1.0145362233183981004	0.328571	0.0496604	0.0384759	0.0547563	0.024803	0.00419696	0.0471991	0.301511	0.0135336	0.011882	0.0300754	0.00796855	0.0970035	0.0222863	0.481405	0.00152907	0.00316289	0.490766	0.000850944	0.52890451739111987717	0.284265	0.316202	0.136391	0.263142	0.139845	0.481078	1.00237	2.37671	1.0096365816783774427
29590	-3281.5111476991651216	-3299.0481439232853518	17.536996224120436239	0.77157014978650517723	0.407986	0.0712623	0.0503601	0.0777049	0.0219829	0.0059279	0.0517129	0.266441	0.024357	0.0108264	0.0295905	0.00601665	0.0440799	0.0183405	0.449708	0.0128105	0.00407284	0.505908	0.00915971	0.44491096358909593134	0.301228	0.28924	0.142449	0.267082	0.0894964	0.395431	0.948755	2.56632	1.0682481509383794371
29600	-3286.0852495623412324	-3304.6877801764176183	18.602530614076563609	0.70632070827228088383	0.358367	0.0495608	0.0507008	0.0764668	0.0147539	0.0108747	0.0430367	0.198394	0.0368367	0.00206017	0.0223021	0.0103967	0.0712579	0.0174379	0.494826	0.00347517	0.00385597	0.460263	0.0201425	0.46567818296401192191	0.280236	0.29661	0.156885	0.266269	0.0755389	0.366497	0.927188	2.63078	0.94500845714815684406
29610	-3286.0765491495976676	-3300.4316463390791796	14.355097189481355713	0.45421993361281348678	0.503739	0.0821414	0.0532478	0.0916147	0.0187188	0.00388927	0.0412088	0.217621	0.0252668	0.00645042	0.026153	0.0272589	0.155171	0.0135671	0.468729	0.00293052	0.00861429	0.503471	0.00268825	0.39416690731423736915	0.29152	0.295702	0.142899	0.269878	0.0252499	0.220983	0.783871	2.9699	1.2524806142571567324
29620	-3287.0043708053590308	-3303.1849374130829347	16.180566607724060191	1.0218721685719205361	0.439461	0.0466934	0.0909976	0.113578	0.0204427	0.00530655	0.0740014	0.214367	0.00979365	0.0250111	0.0429701	0.00121952	0.158072	0.0185568	0.492915	0.00723962	0.0045735	0.456194	0.0205206	0.48450911527782775101	0.304547	0.301174	0.120399	0.273879	0.141297	0.483229	1.00353	2.37194	1.2419139244198047489
29630	-3286.2783085225396462	-3302.9850719245387154	16.706763401999079832	1.0529929738943193396	0.453989	0.039783	0.086928	0.0998407	0.0119209	0.014803	0.0828819	0.204764	0.015833	0.0187061	0.0451743	0.0180247	0.099354	0.0133122	0.513821	0.0056294	0.00880425	0.453797	0.00463616	0.54909979811185316567	0.278096	0.324226	0.142947	0.254732	0.147405	0.49212	1.00825	2.35222	1.192002309314394104
29640	-3281.2594339748270613	-3299.9796564480420784	18.720222473214818137	3.0054488446224105758	0.346471	0.0668615	0.0374305	0.0741895	0.0187837	0.00283361	0.0468275	0.172681	0.00728099	0.0297982	0.0306038	0.0135387	0.0740748	0.0147155	0.578167	0.00748796	0.0132506	0.384145	0.0022346	0.57677228666082813735	0.293149	0.30099	0.134926	0.270934	0.389683	0.731829	1.08254	1.79594	0.921375526742972073
29650	-3289.7081224936177932	-3306.2833441391703673	16.575221645552190353	2.2980561399904044784	0.487283	0.0595822	0.0757561	0.0926245	0.0131395	0.0146748	0.0467231	0.284255	0.00307349	0.030962	0.0306153	0.00571597	0.0395471	0.0230014	0.432801	0.00682282	0.00991905	0.520023	0.00743278	0.6000591184221679697	0.284284	0.300838	0.140905	0.273973	0.326434	0.683377	1.07593	1.91426	1.183952528305951768
29660	-3285.9353348470835954	-3300.4794440661503359	14.544109219066809757	2.0924943635531745301	0.53284	0.0555601	0.048641	0.0965998	0.0148198	0.00535343	0.0620255	0.338378	0.0340886	0.0149426	0.0379832	0.0124367	0.145267	0.00916126	0.496077	0.00437956	0.00718451	0.473148	0.0100506	0.6050061633892768187	0.299039	0.298489	0.146186	0.256285	0.304071	0.664502	1.07214	1.95929	1.398934685092673158
29670	-3292.2273280755343876	-3306.2545818223820788	14.027253746847666349	6.0860471393054282885	0.492775	0.0679618	0.0365186	0.0662364	0.0254134	0.00395494	0.059996	0.14771	0.010159	0.0149426	0.053922	0.026621	0.158481	0.00337828	0.505991	0.0177633	0.00450959	0.464119	0.00423868	0.59245410756577232547	0.307768	0.282887	0.14558	0.263765	0.541761	0.826071	1.08107	1.5511	1.1646915615108006659
29680	-3293.708141393623464	-3312.481650663074106	18.773509269450503467	1.1677951507157346978	0.295254	0.0840764	0.052417	0.0663503	0.0251199	0.00778219	0.0498265	0.15512	0.0426199	0.0432905	0.0399828	0.0252514	0.105576	0.00647365	0.486393	0.011113	0.00347833	0.486668	0.00587317	0.54063346575203929945	0.312076	0.300283	0.129594	0.258046	0.169168	0.521966	1.02306	2.28581	0.9926671855781146192
29690	-3284.3975565815321715	-3299.5265361870201559	15.128979605487892002	2.8337626667461379704	0.581582	0.0523227	0.0557528	0.0977723	0.0221381	0.0151116	0.0498265	0.181158	0.0247274	0.0150577	0.0330885	0.011829	0.152457	0.00695566	0.590544	0.00517304	0.0105328	0.377077	0.00971747	0.60409052632981674602	0.272689	0.320383	0.133747	0.27318	0.375978	0.721888	1.08156	1.82057	1.292823692938839919
29700	-3285.4178797393942659	-3301.7727647515730496	16.354885012178730364	1.4500599874561119762	0.501362	0.0772807	0.0474916	0.0904329	0.0154993	0.00729668	0.0692418	0.207158	0.0309572	0.0107005	0.0301982	0.0163124	0.135915	0.0103641	0.467942	0.0111292	0.0119096	0.490552	0.00810345	0.5746389772339696167	0.29319	0.309235	0.126562	0.271013	0.217504	0.580027	1.04735	2.15512	1.2398464411805785179
29710	-3283.3025735111300492	-3301.0440682172998095	17.741494706169781637	2.6581208364865567262	0.369874	0.0721695	0.0548938	0.066567	0.0213646	0.00776938	0.0521842	0.180551	0.0309572	0.028237	0.0340304	0.00718201	0.11806	0.0182695	0.551652	0.00473436	0.00865684	0.409403	0.00728442	0.58768792408579273445	0.282752	0.328263	0.113211	0.275774	0.360953	0.710651	1.08022	1.84818	1.0438393933368164124
29720	-3285.7806407080665849	-3302.6801212910836512	16.899480583017233215	1.0866751081050243233	0.504994	0.0472154	0.0503659	0.102277	0.0148846	0.0123516	0.0787976	0.203747	0.0288999	0.0341902	0.0389978	0.00554081	0.0530306	0.0130259	0.569969	0.00367154	0.00789025	0.393931	0.0115123	0.53780143245707434652	0.289114	0.326354	0.129881	0.254651	0.153916	0.501339	1.013	2.33175	1.175292252321034292
29730	-3277.5907279503253449	-3295.3270623043745218	17.736334354049340334	1.4313434284427304366	0.426646	0.0611937	0.0537951	0.0951875	0.0215691	0.00392139	0.0587231	0.174571	0.0228036	0.0169959	0.0364424	0.00418107	0.125736	0.0146695	0.527806	0.00523132	0.00673522	0.439504	0.00605421	0.53382220788104095544	0.313977	0.28543	0.127962	0.272631	0.214519	0.576715	1.04612	2.16264	1.101765539647310721
29740	-3284.7489512827860381	-3301.6284947706290041	16.879543487842820326	1.1957789256703856839	0.446984	0.0570309	0.0506438	0.102437	0.0184324	0.00426454	0.0737035	0.271393	0.0125755	0.00071797	0.0610752	0.00275806	0.0812918	0.0191377	0.549245	0.0103917	0.00309287	0.413739	0.00439328	0.5065970746446414319	0.298884	0.301911	0.134841	0.264363	0.174287	0.52861	1.02614	2.27096	1.1833069557839097641
29750	-3284.5062345519049813	-3301.466906050191028	16.960671498286025383	0.76733874542134916652	0.459143	0.0715111	0.0861699	0.0781438	0.0105675	0.00772369	0.0759374	0.211542	0.0172153	0.00464482	0.0376521	0.000578398	0.0640789	0.0175882	0.455261	0.00454698	0.00305333	0.515108	0.00444304	0.45291964886075802843	0.284079	0.283236	0.159968	0.272717	0.0885923	0.393644	0.947477	2.57029	1.1249081331841570552
29760	-3283.4058593711183676	-3300.0672934360327417	16.661434064914502073	1.2658014293743413692	0.521192	0.069375	0.0494798	0.0893476	0.0113798	0.0159165	0.0581655	0.199969	0.0105335	0.00953899	0.051053	0.00126354	0.120226	0.0198676	0.457862	0.00777346	0.00784192	0.493099	0.0135569	0.55262456578208685176	0.302549	0.299088	0.138148	0.260215	0.186775	0.544286	1.0331	2.23584	1.2074409301247832627
29770	-3287.4482243095731064	-3304.6678866423558247	17.219662332782753822	1.5546645052404561849	0.502051	0.0596367	0.0418868	0.0637639	0.0186882	0.0109919	0.0646633	0.209057	0.0318113	0.0218041	0.0478032	0.00986784	0.0701661	0.0145937	0.533475	0.00273998	0.0120299	0.432431	0.0047304	0.51759235243420653738	0.31874	0.307341	0.1329	0.241019	0.233645	0.597409	1.05348	2.11547	1.1521911938585607249
29780	-3282.4948514345319381	-3300.0381584838605704	17.543307049328419112	0.96601904805687421884	0.424517	0.0576049	0.0676464	0.0784059	0.0207103	0.0112876	0.0561721	0.239448	0.0191246	0.00970945	0.0396308	0.0175185	0.0580883	0.0169609	0.542658	0.00531539	0.00944174	0.42341	0.00221425	0.54375659698446310308	0.288283	0.304981	0.119936	0.2868	0.130125	0.466294	0.994133	2.40945	1.0998638945956067392
29790	-3290.4547294978742684	-3305.9516777100006948	15.496948212126612887	1.8913203416370329979	0.462945	0.0674794	0.0547411	0.126001	0.0234829	0.0120231	0.0685637	0.306569	0.0336246	0.00874076	0.0385559	0.00260639	0.108271	0.0182147	0.540812	0.00277501	0.0176199	0.419263	0.00131497	0.59591703343414881289	0.307166	0.322899	0.116128	0.253807	0.279947	0.642936	1.06702	2.0101	1.3136027728099157752
29800	-3284.5623623077153752	-3302.8436510651345088	18.281288757418874269	1.5480741198528991109	0.360449	0.0633893	0.0570108	0.0916039	0.0211149	0.00269595	0.0794627	0.135583	0.0282259	0.0109827	0.0516818	0.00252308	0.141418	0.0138493	0.509308	0.0118889	0.00999497	0.429567	0.0253922	0.53740740456578484086	0.290887	0.294974	0.140108	0.274031	0.232654	0.596368	1.05312	2.11785	1.046140629463424343
29810	-3280.1834297692935252	-3298.4135542275935222	18.230124458300068113	1.9589925746729333067	0.366792	0.0485621	0.0571171	0.0815133	0.0210079	0.00599524	0.0542882	0.211897	0.0154577	0.0313935	0.0314896	0.00170207	0.109944	0.0163126	0.597653	0.00523142	0.00243797	0.367531	0.0108343	0.56572703047741723648	0.292801	0.322373	0.126164	0.258662	0.28833	0.650581	1.06893	1.99216	1.0371597971644406222
29820	-3296.9912183839287536	-3311.9837600833702709	14.992541699441439107	5.7543804038108410381	0.485746	0.0702904	0.0446163	0.0598175	0.0207513	0.0216962	0.0853059	0.121327	0.0215209	0.0313935	0.0331717	0.00140211	0.0943464	0.0129471	0.515178	0.00443608	0.00146934	0.456424	0.0095447	0.64988537721793382396	0.283151	0.313352	0.144404	0.259093	0.530683	0.820052	1.0818	1.56747	1.0913848785116098128
29830	-3288.365028888343204	-3305.3120895462943736	16.947060657951031004	1.7051226722900152399	0.520277	0.0473802	0.0608685	0.0901427	0.0152277	0.00766575	0.0605508	0.137052	0.0363639	0.00847885	0.0349393	0.00206027	0.154713	0.0146413	0.503347	0.00467042	0.000103659	0.461406	0.0158309	0.57035932565408153927	0.329614	0.277815	0.123238	0.269333	0.255342	0.619484	1.0605	2.06468	1.17572071556094504
29840	-3289.2751782009709132	-3304.4992776154685998	15.224099414497333171	0.65982459449254127204	0.515361	0.0791756	0.0730652	0.0907692	0.023515	0.00334992	0.0879371	0.186255	0.0249927	0.00519669	0.0447322	0.00355685	0.130542	0.0122771	0.547945	0.00889084	2.42376e-05	0.417888	0.0129748	0.39417747502910766011	0.289034	0.302617	0.117389	0.29096	0.0656363	0.343941	0.90902	2.6814	1.2684480915950528956
29850	-3287.3586114312579411	-3306.2282315329462108	18.869620101688173719	1.0360940195889938309	0.385744	0.0333256	0.0467422	0.0682428	0.0124564	0.00906519	0.0439541	0.196353	0.0196713	0.0272512	0.0668389	0.0133164	0.0513274	0.0291603	0.500883	0.000385159	5.79618e-06	0.45464	0.0149258	0.47436035583639873936	0.284194	0.301799	0.146382	0.267625	0.144099	0.487338	1.00573	2.36283	0.97428862132654869832
29860	-3292.4175863432515143	-3310.752238221339212	18.334651878087719012	0.59842107429322566325	0.29934	0.0340197	0.0300639	0.069041	0.0350549	0.00480993	0.0490472	0.231471	0.0280248	0.0117424	0.0559232	0.0248931	0.0609542	0.0140514	0.535281	0.00733187	3.3077e-06	0.421356	0.0219767	0.44606461409432002219	0.275954	0.301341	0.142129	0.280576	0.0527826	0.311393	0.880511	2.75531	0.93438529009773085843
29870	-3283.8514115706166194	-3300.5707525322586662	16.71934096164242689	0.49709241090892819503	0.388831	0.0643622	0.0443584	0.0696661	0.0187046	0.00743737	0.0591644	0.223268	0.0119978	0.0219889	0.0243452	0.0235693	0.0869125	0.0181426	0.511478	0.00211792	1.4667e-05	0.443397	0.0248494	0.41440290121798406542	0.305557	0.305102	0.136122	0.253219	0.0328501	0.250014	0.818141	2.899	1.0446057235214514236
29880	-3282.2899939792209807	-3300.0502306791017872	17.760236699880898925	1.7872880048909214334	0.437315	0.0608997	0.0602744	0.0889133	0.0222545	0.011001	0.0497685	0.130123	0.0284916	0.0219889	0.0337249	0.00448817	0.142309	0.0203687	0.461708	0.00231592	1.5835e-05	0.491288	0.0243036	0.55252853377496857767	0.279194	0.31828	0.135697	0.266829	0.26649	0.630304	1.06363	2.03958	1.0915515618676177034
29890	-3282.8979623714872105	-3300.1953717652795603	17.297409393792531063	1.2848617892396485551	0.447786	0.0622108	0.0723854	0.0759694	0.0128462	0.0176844	0.0570489	0.201078	0.00792546	0.0383249	0.0395274	0.00249725	0.109014	0.018287	0.444319	0.00695769	2.28991e-05	0.51566	0.0147527	0.55047570048102001383	0.283444	0.295534	0.1399	0.281122	0.190096	0.548334	1.03482	2.22675	1.14429787914547898
29900	-3286.4904131625562513	-3305.5807574027212468	19.090344240165329381	1.3698834346951231922	0.346927	0.0552867	0.0583518	0.0572446	0.0114326	0.0148243	0.0656214	0.155502	0.0284088	0.0161774	0.064091	0.0036471	0.0887042	0.0170797	0.479721	0.000391104	2.5185e-05	0.481473	0.0213102	0.50148809227393265076	0.292714	0.296043	0.12941	0.281833	0.204504	0.565361	1.04177	2.18836	0.96621912960231526313
29910	-3284.02752752064589	-3302.3942635259577401	18.366736005311892654	1.4023715693847216279	0.394989	0.0485358	0.0694837	0.0727479	0.0175833	0.00937132	0.0656214	0.1645	0.0195727	0.0362454	0.044609	0.00184978	0.0936174	0.0288995	0.45968	0.00361391	0.000111442	0.484147	0.0235489	0.51354224286247673881	0.308531	0.292176	0.135893	0.2634	0.209839	0.571456	1.04413	2.17457	1.0387270728821509369
29920	-3284.6020702514911136	-3303.0301588839042779	18.428088632413270886	2.6793598994801386404	0.302212	0.0541987	0.0531159	0.0881156	0.0179077	0.00725028	0.0715843	0.175057	0.0157552	0.0290312	0.0394204	0.00301188	0.117059	0.0239545	0.476019	0.00285899	0.000502582	0.466266	0.0303982	0.55637841984563463082	0.313893	0.299129	0.138596	0.248381	0.362828	0.712073	1.0804	1.8447	0.97371883320772700809
29930	-3285.666556966249118	-3301.1108618187727188	15.444304852523430327	3.2900391631452761132	0.519499	0.0442394	0.0598185	0.0847753	0.0214338	0.000835029	0.0765546	0.193827	0.016218	0.0230947	0.0506467	0.00269543	0.134417	0.0163942	0.59282	0.00439932	0.000224836	0.378308	0.0078542	0.61087723332842580604	0.294337	0.29992	0.142899	0.262844	0.410526	0.74642	1.08362	1.75944	1.2280548226842078474
29940	-3292.602478809220429	-3308.2043983670055241	15.601919557785132397	2.1448605818102159937	0.563196	0.0727248	0.0602934	0.0696035	0.0371304	0.00137705	0.0770868	0.0854198	0.0168857	0.0148355	0.0479972	0.00149123	0.242228	0.0183318	0.522253	0.00743083	0.000579902	0.432042	0.0193625	0.5869879336787608981	0.279456	0.310638	0.133434	0.276472	0.309974	0.669584	1.07323	1.94722	1.2902694792909059629
