Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
100	-3290.1058537761632579	-3308.2971169954621473	18.191263219299223408	1.1180070489415183665	0.364609	0.0669131	0.0517617	0.0827649	0.0155472	0.0181501	0.0495317	0.241681	0.0421641	0.0590953	0.0155055	0.0123875	0.0280691	0.030176	0.466161	0.0162772	0.0150454	0.470103	0.00223753	0.48057173184831597501	0.268152	0.305978	0.154087	0.271782	0.15988	0.509559	1.0171	2.31346	1.0481798268397577445
110	-3288.9464415088536953	-3308.7922809731685447	19.845839464314874334	1.8819475823488067689	0.292103	0.055058	0.0571372	0.059864	0.0144853	0.0144658	0.0638514	0.143047	0.0194172	0.107436	0.0126087	0.0111649	0.0284882	0.0323159	0.419386	0.00375489	0.0244198	0.50344	0.0166829	0.49222026259655649039	0.294964	0.295944	0.138795	0.270297	0.278763	0.641843	1.06673	2.01266	0.8791264249908791184
120	-3288.7174834579986964	-3306.0387627045179215	17.321279246518855643	2.582750698651114174	0.313802	0.0556983	0.0339926	0.0780996	0.0244238	0.00978808	0.0579972	0.181836	0.0178197	0.238675	0.0160813	0.0321491	0.0306263	0.0141015	0.453952	0.0030721	0.00756187	0.495506	0.0258059	0.58357198457152259508	0.28318	0.320236	0.133767	0.262816	0.354164	0.705452	1.07951	1.86088	1.0909889704487678586
130	-3283.5338441675830836	-3301.9062152458204764	18.372371078237293318	1.5883800458033336955	0.411957	0.0555333	0.0625168	0.0958103	0.00944428	0.0192157	0.0447246	0.161273	0.0076385	0.120186	0.0160813	0.0118915	0.0200017	0.01898	0.483201	0.00307266	0.00636403	0.48416	0.0042221	0.54584329736943704159	0.306717	0.304394	0.121023	0.267865	0.238658	0.602635	1.05522	2.10349	1.0362743640808178558
140	-3284.9457384008510417	-3301.2187251295854367	16.272986728734203155	1.5418585150817278873	0.573683	0.0611434	0.0540796	0.0622718	0.0129705	0.00701584	0.0761769	0.162404	0.0159181	0.163	0.0243559	0.0197424	0.0143111	0.00682622	0.628982	0.00474176	0.00688799	0.348294	0.00426786	0.5742120647188297955	0.302872	0.297794	0.130556	0.268777	0.231717	0.595379	1.05279	2.12012	1.247072152794193256
150	-3285.8921088535894341	-3302.2498542185207953	16.357745364931528087	2.1945945071723342856	0.536886	0.0698622	0.0605315	0.0698929	0.0248321	0.00667734	0.0512349	0.258178	0.0193654	0.0600181	0.00899474	0.0197424	0.0256381	0.010984	0.633929	0.00653591	0.00537582	0.340615	0.00256018	0.58249449274895048756	0.287077	0.308064	0.147344	0.257514	0.315447	0.67423	1.07417	1.93615	1.2118539253873783501
160	-3292.8808598892360351	-3307.0715861658786707	14.190726276642578796	1.5832897584423415438	0.738359	0.0557963	0.0655245	0.110825	0.0173638	0.00515925	0.0634208	0.137548	0.0139464	0.153082	0.0133253	0.0551289	0.0250641	0.00436581	0.466479	0.00204932	0.0196474	0.498989	0.00846967	0.59004568728780559805	0.290772	0.310306	0.149087	0.249835	0.237907	0.601857	1.05496	2.10528	1.4545439715341941245
170	-3291.2190488702553921	-3306.7636030776966436	15.544554207441207083	3.1945143584332775788	0.450365	0.0568576	0.0439653	0.142028	0.0238286	0.002749	0.036984	0.215581	0.0401069	0.128655	0.0202796	0.0199461	0.0437546	0.00751311	0.558408	0.00297536	0.00348473	0.413884	0.0137347	0.60313046992248064981	0.309195	0.301258	0.117998	0.271549	0.403772	0.741759	1.08332	1.77115	1.2251009793863436581
180	-3281.383206559282371	-3298.3591263243633875	16.975919765080799806	0.88812713818861377391	0.510845	0.0566605	0.0521047	0.0687772	0.020198	0.00464242	0.064804	0.17695	0.0249802	0.101884	0.0169986	0.0199461	0.027463	0.0138378	0.530435	0.00194556	0.00213656	0.450351	0.00129353	0.51737364999506052499	0.308641	0.284982	0.13478	0.271597	0.114128	0.440336	0.978672	2.46686	1.1462547801187898955
190	-3289.3724409072992785	-3303.7670505735363804	14.39460966623678928	0.5878852113945445268	0.469078	0.0719262	0.0607224	0.106198	0.0170664	0.0100052	0.052668	0.288942	0.0126549	0.131726	0.0324513	0.0342836	0.0361868	0.00611764	0.465482	0.0122589	0.0101213	0.503348	0.00267209	0.51387818581132804763	0.277868	0.301136	0.147681	0.273315	0.0506194	0.305471	0.87501	2.7689	1.3239084531774392151
200	-3290.5528208561431711	-3305.1697670588114306	14.616946202668023247	0.73735530426464623854	0.481249	0.0823889	0.0615335	0.107723	0.0255211	0.00869035	0.0451044	0.260224	0.04865	0.150485	0.00434056	0.0302087	0.0458514	0.0206912	0.528471	0.00960946	0.00276506	0.422811	0.015653	0.48344884283366290623	0.303651	0.30148	0.139916	0.254953	0.0821786	0.380635	0.937962	2.59922	1.35197007583918416
210	-3286.4292913600042993	-3304.3318212908816349	17.902529930877232545	1.0752121023156886448	0.407741	0.0695478	0.0615335	0.0926867	0.0186137	0.00658969	0.0647076	0.217903	0.00872075	0.0745122	0.000677985	0.0315453	0.0193784	0.0172473	0.515321	0.01282	0.0276253	0.422756	0.00423069	0.48053983112360887375	0.286989	0.311169	0.133216	0.268626	0.151712	0.498247	1.01142	2.33862	1.0741566222028049449
220	-3286.6708678770596634	-3304.0282807433895869	17.357412866329706702	0.73283335283597961229	0.423475	0.0722006	0.0526878	0.0619549	0.0231193	0.0148132	0.0581926	0.205366	0.0104316	0.0909455	0.00381701	0.016073	0.0436783	0.0174649	0.50693	0.00886887	0.0129758	0.452837	0.000923792	0.5225287486132018655	0.308078	0.305213	0.117007	0.269702	0.0812107	0.378619	0.936453	2.60372	1.0767541186933535791
230	-3287.8328190870356593	-3304.8750290066745947	17.042209919639201843	2.6646780100111318035	0.451705	0.0449223	0.0571795	0.0953218	0.0256447	0.00786751	0.0649616	0.188793	0.0149523	0.112142	0.00118014	0.0114329	0.0372149	0.0182944	0.6553	0.00728928	0.00947528	0.308382	0.00125876	0.59005796561583578885	0.275842	0.308243	0.133357	0.282558	0.361534	0.711092	1.08027	1.8471	1.113317482779440093
240	-3292.6927304630194158	-3311.081799408229017	18.389068945209675832	2.9883921091113778701	0.316889	0.0703141	0.0442715	0.090188	0.0118984	0.00280988	0.0740419	0.142456	0.0185713	0.12212	0.00112922	0.0210413	0.0399969	0.0102063	0.467317	0.00759141	0.0281574	0.469456	0.0172721	0.58848522377683976092	0.30935	0.310913	0.109821	0.269916	0.388362	0.730883	1.08246	1.7983	0.95572712828095751636
250	-3285.0292901825705485	-3302.6992733936767763	17.669983211106227827	2.1427908656006060539	0.374721	0.050322	0.0626202	0.0656501	0.0194225	0.0044575	0.0740419	0.187685	0.0114947	0.153136	0.0108497	0.0141824	0.0549958	0.0135497	0.486212	0.0107588	0.00488104	0.468148	0.0164504	0.61081541528412919284	0.282523	0.325843	0.138747	0.252888	0.309744	0.669387	1.07318	1.94769	1.0835790876269575378
260	-3281.9388839345847373	-3299.0555547935082359	17.116670858923558995	0.90279328019320137511	0.39786	0.0508721	0.0386233	0.0899866	0.0244509	0.0067794	0.0623821	0.21883	0.0190176	0.125884	0.0245048	0.020647	0.0545184	0.0141554	0.51265	0.00907156	0.00901321	0.447216	0.00789391	0.5061238218616347373	0.282684	0.313205	0.151079	0.253032	0.117174	0.445449	0.981821	2.45556	1.134356348317330454
270	-3286.7297952292033187	-3305.9134199989543959	19.183624769751009609	2.8075792767349745382	0.327183	0.0508721	0.0518786	0.0695761	0.0131788	0.0135873	0.0412825	0.160197	0.0347548	0.0727791	0.0176321	0.0148184	0.0214728	0.0170163	0.483222	0.00675588	0.00394591	0.485717	0.00334282	0.59180480421549941372	0.272304	0.287539	0.163669	0.276488	0.373806	0.720285	1.08139	1.82452	0.88921242298367519918
280	-3280.612221928823601	-3299.204233667029257	18.592011738205552973	1.4085568909467336418	0.371489	0.0598049	0.0661467	0.0716987	0.0143823	0.00963527	0.0531913	0.179376	0.028184	0.090705	0.0262684	0.0198858	0.025442	0.0201913	0.515326	0.00645349	0.00754107	0.442139	0.00834885	0.57453474126314207915	0.29067	0.294185	0.144603	0.270541	0.210845	0.572593	1.04457	2.172	1.0162093682418198437
290	-3284.6037051566559057	-3299.9199704495476908	15.316265292891833028	1.3935200093934569932	0.593854	0.0589942	0.0511974	0.0875953	0.0140144	0.0148847	0.0672291	0.199439	0.0404268	0.170609	0.00690466	0.00997342	0.0286283	0.0169072	0.557028	0.00370651	0.00282571	0.413967	0.00556487	0.57807157056774649551	0.300362	0.301241	0.147253	0.251144	0.208395	0.569817	1.0435	2.17828	1.343750097764106366
300	-3283.2592049254394624	-3300.8489237404064625	17.589718814966996518	2.9960708390336470153	0.392143	0.0351355	0.0590502	0.0816109	0.0152428	0.0108501	0.097348	0.170638	0.0217359	0.0979275	0.00589624	0.0161204	0.0314077	0.0160485	0.479506	0.00668301	0.0129659	0.478813	0.00598318	0.57702955512806231031	0.30756	0.300836	0.135153	0.256451	0.388958	0.73131	1.0825	1.79724	1.035105888747946068
310	-3282.7936344311974608	-3299.6290912505733104	16.835456819375700377	0.7805208769834310889	0.44218	0.0677536	0.0580625	0.0910339	0.0283795	0.00870008	0.0494699	0.193638	0.00900367	0.13345	0.0124289	0.0149845	0.0313289	0.00954765	0.582211	0.00682797	0.00472851	0.390703	0.00598181	0.51164213114769030444	0.290676	0.298671	0.13506	0.275594	0.0914075	0.399172	0.951408	2.55801	1.1404132863876781379
320	-3284.3092452595706163	-3302.1902925879062423	17.881047328335668567	1.2408718843416732813	0.416858	0.0681242	0.0207993	0.0701363	0.0167358	0.00973519	0.06403	0.177102	0.00937857	0.13345	0.0233701	0.0223795	0.0526752	0.0138241	0.422721	0.0035568	0.00872911	0.541867	0.00930197	0.50622793389605369452	0.300078	0.291053	0.153274	0.255594	0.182382	0.538854	1.03073	2.24803	1.0847743204000575012
330	-3286.6270073754817531	-3304.8411977675391427	18.214190392057290069	0.95619337472060417227	0.345962	0.0735732	0.0697316	0.0731657	0.0188495	0.00550759	0.0519699	0.209804	0.0221813	0.107613	0.00741413	0.00233271	0.0435217	0.0182754	0.464008	0.0125724	0.0108454	0.484717	0.00958189	0.47775050011455000298	0.283106	0.297738	0.162952	0.256205	0.128133	0.463177	0.992344	2.41635	1.0316265828081485623
340	-3282.0992246343312218	-3299.9306512058074077	17.831426571476168164	1.1016818542681658943	0.403163	0.0523312	0.0628052	0.0724607	0.0214884	0.0145803	0.0723131	0.189957	0.0190321	0.112063	0.00650382	0.00692104	0.0495046	0.0138099	0.550744	0.00482559	0.00640518	0.421039	0.00317722	0.54610015870752193212	0.318177	0.282722	0.142148	0.256953	0.156784	0.505317	1.015	2.3229	1.0831236722200086042
350	-3280.0232595277807377	-3298.2462822057359517	18.223022677955178494	1.3239334925215946459	0.385529	0.0662879	0.0434401	0.0842692	0.0170689	0.0108925	0.0716708	0.201515	0.0251628	0.0794628	0.00666805	0.0208572	0.039628	0.0143047	0.418553	0.00498007	0.00661022	0.538125	0.0174264	0.50860234907252055425	0.296205	0.301431	0.136732	0.265633	0.196799	0.556361	1.03816	2.20868	1.0524525675218212584
360	-3281.4334371186259887	-3299.2204436189613261	17.787006500335330372	1.405222020475473288	0.448158	0.0449376	0.0511418	0.092061	0.0123262	0.00945725	0.0678274	0.178472	0.0211587	0.106891	0.0116779	0.0106258	0.041971	0.0224972	0.498789	0.000799905	0.011169	0.456296	0.0104493	0.52357564980635040719	0.295357	0.299328	0.143848	0.261466	0.210303	0.571981	1.04433	2.17338	1.0967052741228136004
370	-3283.1845088887375823	-3299.5607105272338231	16.37620163849623367	0.76746560386764650641	0.512367	0.0599967	0.0681103	0.067275	0.0128736	0.0172792	0.0678274	0.242688	0.0137236	0.0749544	0.00324466	0.0151083	0.0279363	0.0218971	0.444355	0.0012094	0.0035365	0.527955	0.00104774	0.46760894622155535494	0.266498	0.303833	0.144393	0.285276	0.0886195	0.393698	0.947516	2.57017	1.1833844803103592547
380	-3287.9614441477538094	-3304.7968696549114611	16.835425507157449232	0.80406077010828236329	0.420007	0.0894076	0.0463798	0.0704017	0.0139603	0.0147425	0.0578729	0.295644	0.020804	0.0501947	0.0131279	0.0293302	0.0235469	0.0183325	0.43679	0.00143107	0.00734672	0.535348	0.000751554	0.479676903518338138	0.314838	0.308874	0.139735	0.236553	0.0964226	0.408764	0.958074	2.53674	1.145420014432626532
390	-3279.1754167576673353	-3296.006763271293039	16.831346513625454975	0.5594295727608833424	0.411506	0.0628048	0.0466142	0.0828961	0.0219618	0.00648152	0.0591479	0.238644	0.0143048	0.0572431	0.0050599	0.0104953	0.0500747	0.0204469	0.51773	0.00691745	0.0109479	0.441831	0.00212626	0.35155927169316653069	0.281038	0.305175	0.132569	0.281218	0.0448635	0.288954	0.85912	2.80706	1.0672342123040243766
400	-3289.5680304350530605	-3304.1198222047009949	14.551791769648126262	0.65337753081066540783	0.540519	0.0607615	0.0585366	0.0773203	0.0300072	0.0123996	0.0677493	0.267142	0.0152614	0.107808	0.0101818	0.0158357	0.0699681	0.00836147	0.438986	0.0141666	0.015024	0.522102	0.00135925	0.48920772857840255643	0.307525	0.297062	0.131682	0.263731	0.0642716	0.340676	0.906286	2.68877	1.3334911037570236214
410	-3285.3320547209291362	-3302.111887465417567	16.779832744488352603	1.0580811991409890815	0.465213	0.0395748	0.07663	0.110097	0.01152	0.014819	0.0800583	0.21056	0.013008	0.101137	0.00451155	0.0169382	0.0410394	0.0126351	0.435915	0.00788391	0.00207754	0.521021	0.0204674	0.55020273808704700524	0.278469	0.316754	0.14128	0.263497	0.148395	0.493539	1.00899	2.34907	1.1851061917155591985
420	-3277.4794675991106487	-3297.1993000071975075	19.719832408087022202	1.1484400682234252589	0.32247	0.0594845	0.0501021	0.0583218	0.0169463	0.00677816	0.0688547	0.142774	0.0126638	0.0985466	0.00197156	0.0169382	0.0412076	0.0189034	0.493977	0.00694352	0.00461561	0.466458	0.00910296	0.51171291727513024128	0.297665	0.299803	0.128566	0.273965	0.165585	0.517235	1.02082	2.29636	0.89705963387051268487
430	-3289.3885787670369609	-3306.0433542448640765	16.654775477826749608	1.8548047759386148137	0.425279	0.0840526	0.0494114	0.0823179	0.022357	0.0235112	0.0644156	0.180586	0.0074264	0.203519	0.00373534	0.01934	0.033447	0.018778	0.490699	0.00201801	0.0041869	0.463362	0.0209556	0.54312472829381064354	0.288464	0.304284	0.141328	0.265924	0.275304	0.638629	1.06589	2.02017	1.1993988535384554339
440	-3283.19416032392337	-3299.7991526912715017	16.604992367348106796	0.89918973106274124873	0.438899	0.0562501	0.0707347	0.0873958	0.021489	0.0148299	0.0644156	0.150415	0.0217552	0.195405	0.00469	0.0245386	0.034183	0.0213896	0.519726	0.00502968	0.00202545	0.436103	0.0157259	0.48278270706721182481	0.284255	0.320196	0.129349	0.2662	0.116427	0.444203	0.981058	2.45831	1.1849998452885968092
450	-3283.6516175128144823	-3301.6674266329532657	18.015809120138534638	2.0899914662279370781	0.370577	0.0458873	0.0890463	0.0873958	0.0201409	0.00526935	0.0467347	0.188499	0.0388271	0.0951385	0.0156835	0.0252306	0.0234696	0.015312	0.585019	0.00618863	0.00390181	0.378456	0.0111227	0.56266320534114733221	0.282299	0.315377	0.123707	0.278617	0.303785	0.664254	1.07209	1.95987	1.0518998538508526064
460	-3283.9631985968640038	-3302.1861399621202509	18.222941365256076551	2.0095035475942264469	0.446784	0.0475434	0.0485476	0.0640328	0.0247973	0.00884232	0.0912176	0.132879	0.0114473	0.10229	0.0101018	0.0207697	0.0261379	0.0154035	0.486111	0.011711	0.00296453	0.475696	0.00811443	0.57257602747119207276	0.303741	0.299831	0.146005	0.250422	0.294407	0.65602	1.07023	1.97935	1.0353913078160401628
470	-3281.7372896745837352	-3298.4911945481690054	16.753904873585213409	1.8238273983965420655	0.456872	0.0618298	0.0680989	0.0702887	0.016792	0.0104441	0.045555	0.169792	0.017714	0.229323	0.0070761	0.0174189	0.0195568	0.013227	0.52751	0.00589379	0.00645161	0.438317	0.0086007	0.60906243923906966398	0.300797	0.298932	0.126918	0.273353	0.271298	0.634869	1.06488	2.02895	1.1907611460157805361
480	-3286.4098568461836294	-3306.4286638080047851	20.018806961821081103	1.2513508879046739697	0.352292	0.0520089	0.0532816	0.0788727	0.00677221	0.00622481	0.0492899	0.160301	0.00906187	0.0682291	0.00122558	0.0174987	0.0162522	0.0127852	0.5293	0.007352	0.0181061	0.429281	0.00317528	0.60024783008930271411	0.275373	0.307609	0.129956	0.287062	0.184235	0.541157	1.03174	2.24287	0.8713105217910750433
490	-3285.4480881849526668	-3303.8247009344054277	18.376612749452938544	2.4819512957211227189	0.348422	0.0395856	0.0434247	0.0783238	0.014182	0.00876092	0.0764816	0.158772	0.0210214	0.13056	0.0154272	0.00602966	0.0511659	0.015164	0.472077	0.00922864	0.0203871	0.481673	0.00147049	0.55893857987841311097	0.285987	0.299717	0.128558	0.285738	0.344739	0.698104	1.07842	1.87874	0.99215721615706653491
500	-3284.1515336716988713	-3302.170949893546549	18.019416221847784243	2.5536139642716135789	0.364005	0.0518042	0.0381963	0.0805322	0.0171158	0.00707675	0.0613488	0.180627	0.0210214	0.110971	0.0285595	0.0197468	0.0421272	0.0129092	0.530432	0.00846595	0.0177201	0.408272	0.0222011	0.61715680725298183162	0.294092	0.28953	0.141963	0.274415	0.351481	0.703376	1.07921	1.86593	1.0231319518634516275
510	-3289.5443615630442764	-3306.7850325075796718	17.240670944535363418	1.694114443294552963	0.513079	0.0658952	0.034009	0.0704552	0.0221805	0.00201263	0.0418267	0.23372	0.0394026	0.0545311	0.0159086	0.0061722	0.0475088	0.00782197	0.599995	0.00587724	0.0106974	0.372371	0.00323715	0.60949988006902955373	0.26456	0.332988	0.13531	0.267141	0.253812	0.617972	1.06004	2.06817	1.1467018786316056644
520	-3287.9571713557188559	-3304.8913282981152406	16.934156942396299428	1.9591593623934162594	0.423215	0.0494248	0.0575245	0.103208	0.0235227	0.00050928	0.0669126	0.279303	0.0247953	0.0508073	0.00173645	0.0230435	0.0627468	0.0171647	0.539697	0.000560136	0.0102564	0.431394	0.000927596	0.60814633809836149414	0.289857	0.314443	0.13419	0.26151	0.28835	0.650599	1.06893	1.99212	1.1667485452779415844
530	-3284.1603518949150384	-3302.5169364029061398	18.35658450799097352	0.9985389476568451439	0.367845	0.0503742	0.0490684	0.0879366	0.0307489	0.000967279	0.0507524	0.196757	0.0191435	0.0870712	0.0112031	0.0230435	0.0471385	0.0205321	0.537057	0.00279469	0.00944718	0.422939	0.0072306	0.50659463182028241501	0.301884	0.303476	0.118323	0.276317	0.136662	0.476312	0.999758	2.38727	1.022049338073869329
540	-3281.9497662373642015	-3299.0552088282920522	17.105442590927594892	1.032541318151032117	0.501264	0.0571447	0.0607489	0.0824812	0.0131647	0.0116024	0.0485334	0.196757	0.0175096	0.075901	0.0281162	0.0307376	0.026433	0.0135778	0.439035	0.00316507	0.00974909	0.528377	0.00609625	0.50664755529221405794	0.286859	0.307146	0.13954	0.266455	0.143401	0.486319	1.00519	2.36509	1.1503934331392835499
550	-3280.7545880322609264	-3296.9242628379060989	16.169674805644802973	4.8031527354745806591	0.412624	0.0591214	0.0409419	0.0710329	0.0200386	0.0138062	0.0579904	0.148191	0.0184012	0.146737	0.00380216	0.0156377	0.0340264	0.0162822	0.510587	0.0025719	0.00887687	0.457615	0.00406714	0.60651712613929775753	0.289531	0.305401	0.136071	0.268997	0.493691	0.799086	1.08363	1.6236	1.0423513873037257849
560	-3278.5900192403919391	-3297.5595923789974222	18.969573138605198892	1.8820667418274599214	0.323423	0.0552661	0.0542182	0.0879553	0.0200386	0.00431684	0.0547571	0.155258	0.013319	0.134203	0.00475972	0.0134717	0.0457607	0.0179559	0.553601	0.00348211	0.0194851	0.395688	0.00978801	0.57388202860654180526	0.292349	0.301313	0.129235	0.277103	0.278779	0.641857	1.06674	2.01263	0.96674784187407047931
570	-3284.4879998024630368	-3301.1272516172139149	16.639251814750760872	2.5578687492672513848	0.541355	0.0603257	0.0494103	0.0801853	0.0220005	0.0100859	0.0809236	0.160836	0.00899006	0.0937706	0.00215649	0.0108866	0.039937	0.0162629	0.508745	0.0077916	0.0142777	0.445356	0.00756647	0.56554748457595316324	0.303419	0.287076	0.128868	0.280637	0.351875	0.703682	1.07926	1.86519	1.1608636097622486716
580	-3283.8316933765140675	-3301.0203626722418448	17.188669295727869724	3.9943251013549692097	0.354827	0.05654	0.0459736	0.0768244	0.00643027	0.0158958	0.0656321	0.163984	0.0254826	0.117503	0.00928666	0.0209613	0.0414448	0.0129571	0.483999	0.00716217	0.0115913	0.479592	0.00469826	0.5999981230205113647	0.27866	0.321318	0.136851	0.263171	0.45405	0.775013	1.0844	1.68654	1.0007861265671695872
590	-3282.3093974796706789	-3298.6219914856410469	16.312594005969945243	2.9168597607001047756	0.506605	0.0590514	0.0454908	0.0853444	0.0192912	0.00649577	0.0746605	0.171426	0.014507	0.138325	0.0193568	0.000358783	0.0276209	0.0137073	0.586204	0.00431378	0.0129535	0.380942	0.00187956	0.5968636984165252013	0.281984	0.319323	0.129866	0.268826	0.382726	0.726818	1.08207	1.80838	1.1685321675458366641
600	-3283.3439897688622295	-3300.2098837689645734	16.865894000102514383	1.3321111526391136159	0.533108	0.0494994	0.0601019	0.0789981	0.0128427	0.0172737	0.056762	0.24014	0.0178078	0.0542986	0.00186997	0.0187936	0.0467847	0.0207131	0.524395	0.00415524	0.00431898	0.44561	0.000808309	0.56937982642508133679	0.289369	0.32351	0.113938	0.273182	0.198184	0.557997	1.03883	2.20499	1.1882803952137768189
610	-3283.470730432279197	-3299.8757744629319859	16.405044030652621956	0.73046642341556944356	0.460405	0.0386895	0.0694165	0.0761433	0.0197775	0.00916805	0.0478623	0.199281	0.0256691	0.127109	0.00577678	0.0460365	0.046037	0.0193192	0.49133	0.00152298	0.0127246	0.473908	0.00119558	0.48978083896712681922	0.281015	0.309822	0.147973	0.261189	0.0807041	0.377557	0.935656	2.60608	1.1713716789648267458
620	-3277.7586605658739245	-3297.3295905247086921	19.570929958834675233	1.3835896948728021449	0.349612	0.0539385	0.0488241	0.0713837	0.0171598	0.00340958	0.0594947	0.137639	0.0176067	0.102056	0.000125972	0.0128831	0.044109	0.0253335	0.471451	0.00989536	0.00825259	0.484635	0.000433337	0.51510797953272913219	0.287783	0.306184	0.135183	0.270851	0.206766	0.567959	1.04279	2.18249	0.91824249853117045905
630	-3281.8667569755925797	-3300.5035272999484732	18.63677032435559866	0.97430640078015073868	0.322403	0.0407196	0.0749945	0.069356	0.0175764	0.0106593	0.0695257	0.1737	0.0181632	0.102804	0.014065	0.031727	0.0457608	0.0178874	0.516375	0.010142	0.0052792	0.449197	0.00111908	0.48982765820682311331	0.291739	0.315086	0.13542	0.257755	0.131799	0.46889	0.995609	2.4037	0.99145438099089000517
